"","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj"
"LASP1",1.14086983669191e-07,-0.52732969309758,0.029,0.118,0.00417569768927605
"SERPINB6",1.14898145644084e-07,-0.304848922156157,0.586,0.327,0.00420538702871913
"TMCC1",1.18458186059115e-07,-0.251316582502516,0.744,0.424,0.00433568806794965
"DCN",1.18794031365501e-07,-3.01986279242648,0.193,0.279,0.00434798034200871
"PARP9",1.19663360386342e-07,-0.747123275103832,0.06,0.157,0.0043797986535005
"LYST",1.22117934632083e-07,-0.346135026865964,0.621,0.36,0.00446963852546887
"GSN",1.22313075596739e-07,-2.41797854960801,0.638,0.547,0.00447678087991626
"CEPT1",1.2486033999029e-07,-0.311465035237453,0.42,0.235,0.00457001330398461
"PRPF8",1.26366726433734e-07,-0.278584072816419,0.374,0.211,0.00462514855420109
"ARID5B",1.27137138464194e-07,-0.45904722199213,0.71,0.414,0.00465334640492796
"ABCC9",1.28055911894352e-07,-1.06114202498863,0.626,0.349,0.00468697443124518
"KLHL20",1.28303256672425e-07,-0.393692860504614,0.454,0.257,0.00469602749746745
"C11orf96",1.30667192086297e-07,-1.07740549944686,0.046,0.14,0.00478254989755056
"ELF2",1.33731862642535e-07,-1.09366700062427,0.672,0.58,0.00489471990457942
"SURF4",1.37304474882863e-07,-0.34816667407665,0.345,0.187,0.00502548108518769
"SMAD7",1.37522576817252e-07,-0.563350680078334,0.276,0.143,0.00503346383408825
"EML4",1.37828292017032e-07,-1.41789764036683,0.336,0.382,0.00504465331611538
"DNAJC13",1.38446581580545e-07,-0.415465996179954,0.474,0.27,0.00506728333242953
"NECTIN2",1.40131366632769e-07,-0.557821291989594,0.397,0.216,0.00512894815012599
"MSANTD2",1.44625187018496e-07,-0.305737210132896,0.313,0.17,0.00529342647006398
"AC097376.3",1.46435574060028e-07,-0.3313223231819,0.359,0.203,0.00535968844617108
"PSMB1",1.48849744718259e-07,-0.335754860879656,0.483,0.274,0.00544804950643301
"TMEM47",1.49669104308143e-07,-0.279941218721603,0.239,0.124,0.00547803888678235
"KIAA1328",1.49792752973682e-07,-0.279387557332761,0.563,0.329,0.00548256455158972
"CRIM1",1.56834359838026e-07,-0.291362607824537,0.698,0.427,0.00574029440443158
"KIAA0100",1.56938585534006e-07,-0.279835912341119,0.259,0.135,0.00574410916913014
"PAXBP1",1.58508792550567e-07,-0.32042169258063,0.555,0.319,0.00580158031614332
"DNM2",1.61684420793637e-07,-0.315203544882168,0.575,0.332,0.00591781148546791
"ICAM2",1.62453299979645e-07,-0.942572007609698,0.046,0.138,0.00594595323255498
"ARHGAP25",1.62811176106322e-07,-0.606654510764341,0.023,0.109,0.0059590518566675
"PARP8",1.64835150185168e-07,-1.40725142402314,0.155,0.251,0.00603313133192734
"LINC01473",1.69505224062721e-07,-0.287010277003129,0.603,0.35,0.00620406070591966
"ANXA3",1.73400619211431e-07,-0.858494044674226,0.026,0.112,0.00634663606375759
"DHRS7",1.74639781167505e-07,-0.292119825087658,0.259,0.135,0.00639199063051187
"SPATA5",1.76412295273553e-07,-0.381412451883025,0.557,0.321,0.0064568664193073
"SCFD1",1.76648298845201e-07,-0.381797656307197,0.67,0.388,0.0064655043860332
"MB21D2",1.77066119765583e-07,-0.454768256575763,0.362,0.201,0.00648079704954009
"COL5A3",1.77268269993187e-07,-0.725838337209135,0.023,0.108,0.00648819595002064
"RETREG3",1.81923308468847e-07,-0.303077238120902,0.287,0.153,0.00665857501326827
"RNF4",1.81961826872511e-07,-0.360021549906397,0.333,0.182,0.00665998482536078
"CASC15",1.9451827975791e-07,-1.15128794225191,0.083,0.179,0.00711956355741925
"MFSD6",1.95417916337919e-07,-0.850906911278988,0.072,0.168,0.00715249115588416
"MIER1",1.97845715743264e-07,-0.321803916977934,0.575,0.334,0.00724135104191921
"SMAD6",1.99712960754355e-07,-0.932111893894597,0.333,0.186,0.00730969407657013
"RANBP17",2.00319483222083e-07,-0.552890656302074,0.411,0.231,0.00733189340541145
"USP6NL",2.0343094948315e-07,-0.312544948204211,0.371,0.208,0.00744577618203277
"DIDO1",2.04084431595888e-07,-0.385776751058249,0.543,0.308,0.0074696942808411
"TCF7L1",2.05478142637646e-07,-1.03001892504502,0.126,0.221,0.00752070549868048
"VOPP1",2.06489687241108e-07,-1.01204390560082,0.17,0.259,0.00755772904271181
"FMNL3",2.068282306646e-07,-0.789134664716834,0.06,0.153,0.00757012007055503
"CMTM8",2.0882596156762e-07,-1.12381601170743,0.069,0.165,0.00764323901933645
"ME2",2.14060213805854e-07,-0.310360088388662,0.434,0.248,0.00783481788550808
"OTUD4",2.148229898908e-07,-0.274965168536964,0.402,0.231,0.00786273625299316
"DIS3",2.17301783937775e-07,-0.354626207164264,0.328,0.178,0.00795346259390649
"KLF4",2.18590572532865e-07,-0.853970240518298,0.04,0.129,0.00800063354527538
"KIRREL1",2.18686506549133e-07,-0.60977146158491,0.023,0.107,0.00800414482620483
"SLFN5",2.19866109079337e-07,-0.620033191993292,0.023,0.107,0.00804731945841281
"WDR45B",2.22064694223068e-07,-0.34647133303643,0.293,0.158,0.00812778987325852
"YBX1",2.22550090916201e-07,-0.350761181594113,0.534,0.304,0.00814555587762386
"LMBR1L",2.34471683372893e-07,-0.272497005824272,0.273,0.146,0.00858189808313125
"IQSEC1",2.36780030086797e-07,-1.15217178749471,0.25,0.321,0.00866638588120685
"TBL1X",2.37733769878448e-07,-0.381240555190128,0.457,0.263,0.00870129371132108
"LTBP3",2.38218797940573e-07,-0.263947134253622,0.221,0.113,0.00871904622342292
"EDF1",2.39726382889268e-07,-0.388714284898852,0.382,0.213,0.0087742253401301
"ZNRF2",2.44483840830022e-07,-0.404219262532061,0.405,0.229,0.00894835305821964
"BOD1L1",2.5352894080469e-07,-0.415775581867931,0.555,0.313,0.00927941276239247
"TAOK1",2.56347264528542e-07,-0.257496060358803,0.718,0.427,0.00938256622900916
"CD93",2.57490728493213e-07,-0.783226907401047,0.043,0.132,0.00942441815358008
"TRAPPC8",2.57817546510536e-07,-0.338823774141004,0.546,0.318,0.00943638001983212
"SERINC3",2.61565783480091e-07,-0.378237965517933,0.371,0.204,0.0095735692411548
"H2AFY",2.62577891975334e-07,-0.380023530402566,0.589,0.336,0.0096106134241892
"NFIA",2.63182521941117e-07,-0.722644134049361,0.828,0.654,0.00963274348556683
"OSMR-AS1",2.79468012842404e-07,-0.720856275517756,0.034,0.121,0.0102288087380448
"SPATA13",2.80627512518772e-07,-0.938274026906327,0.063,0.157,0.0102712475856996
"DAB2IP",2.89309150240636e-07,-0.56812260890169,0.514,0.292,0.0105890042079575
"RNF111",2.89345317510075e-07,-0.2704133145509,0.73,0.428,0.0105903279661863
"TUBB6",2.99251260392928e-07,-0.444076761815985,0.448,0.254,0.0109528953816415
"GPR107",2.99869056353158e-07,-0.357080415373359,0.382,0.213,0.010975507331582
"ETS2",3.0218565190506e-07,-1.07792340597235,0.112,0.204,0.0110602970453771
"VKORC1L1",3.04132177981601e-07,-0.287988879283838,0.345,0.194,0.0111315418463046
"C6orf62",3.11800756757476e-07,-0.376209241612766,0.489,0.276,0.0114122194980804
"PIK3R1",3.17087810215017e-07,-0.251107193124436,0.767,0.428,0.0116057309416798
"GTF2F2",3.21489145912057e-07,-0.253699859355631,0.491,0.281,0.0117668242295272
"CCDC85A",3.2159473951013e-07,-1.49676776091055,0.112,0.207,0.0117706890608103
"NEDD8",3.2519836694596e-07,-0.309324569319327,0.333,0.184,0.0119025854285891
"FBXW2",3.28853132807712e-07,-0.324717830145397,0.356,0.197,0.0120363535138951
"PSMB2",3.29096008305068e-07,-0.298373708352488,0.293,0.159,0.0120452429999738
"SUGT1",3.32718247348577e-07,-0.290123372930435,0.33,0.184,0.0121778205712053
"TSPAN14",3.35419597893611e-07,-0.991267840120771,0.121,0.213,0.012276692702504
"MEG8",3.42362169208745e-07,-1.52114987864654,0.037,0.124,0.0125307977552093
"ORC4",3.53613307860335e-07,-0.265636217414233,0.425,0.241,0.0129426006809961
"PANK2",3.54516015233958e-07,-0.338988180737451,0.342,0.189,0.0129756406735781
"RALGPS2",3.65671271156786e-07,-0.293124615346584,0.371,0.21,0.0133839341956095
"MCUB",3.7569693141202e-07,-0.606884291393767,0.026,0.109,0.0137508833866113
"RBMS3",3.78333312102436e-07,-0.964226853093512,0.833,0.737,0.0138473775562613
"PRAG1",3.83998979399724e-07,-0.876100855629318,0.032,0.116,0.0140547466450093
"CCDC80",3.95138201731436e-07,-1.79280009931782,0.083,0.175,0.0144624533215723
"THBD",3.96290732870659e-07,-0.709218192491524,0.026,0.108,0.014504637113799
"ZNF141",3.98310523566443e-07,-0.36496582256115,0.463,0.262,0.0145785634730554
"NFASC",4.03755350568495e-07,-0.877988019591921,0.037,0.124,0.0147778495861575
"SUPT16H",4.12380960112189e-07,-0.347611665256981,0.316,0.172,0.0150935555210662
"ANKRD36C",4.25002983420561e-07,-0.250892772363755,0.463,0.268,0.015555534196176
"GIT2",4.27384009284117e-07,-0.348587691520271,0.417,0.24,0.015642682123808
"FYB2",4.28168413740514e-07,-0.447790712555947,0.414,0.223,0.0156713921113166
"ROBO1",4.53002665212007e-07,-0.923963764134576,0.072,0.165,0.0165803505494247
"SMC1A",4.59980967827744e-07,-0.329191176589994,0.319,0.176,0.0168357634034633
"ATP2B1",4.63306615367833e-07,-0.611810523269146,0.457,0.263,0.016957485429078
"CHSY1",4.65841924041667e-07,-1.19321927588786,0.193,0.274,0.017050280261849
"PRKX",4.66551580583341e-07,-0.650851725750758,0.032,0.115,0.0170762544009309
"NCK2",4.68600073396727e-07,-1.14415820580546,0.267,0.331,0.0171512312863936
"DCP2",4.72194370400922e-07,-0.385991476991359,0.382,0.214,0.0172827861510442
"DNAJA1",4.81904740131547e-07,-0.397999593924732,0.374,0.208,0.0176381953935547
"CCNY",4.8349454075703e-07,-1.13424429346147,0.713,0.58,0.0176963836862481
"TPST2",4.88842055703698e-07,-0.353684607675305,0.276,0.15,0.017892108080811
"CMTM7",5.00943886604775e-07,-0.756671213372539,0.052,0.14,0.0183350471936214
"SRGAP2B",5.05294585790342e-07,-0.654540020007051,0.04,0.125,0.0184942871345123
"GNAI2",5.16099748202874e-07,-0.943899281705046,0.144,0.232,0.0188897668839734
"UBL5",5.21758635449234e-07,-0.297184742282671,0.319,0.177,0.0190968878160774
"ZDHHC20",5.28121877396236e-07,-0.520576526911084,0.457,0.26,0.0193297888345796
"HSPD1",5.34353342932265e-07,-0.379377846720591,0.391,0.219,0.0195578667046638
"CUL1",5.37876197523652e-07,-0.37941479599985,0.684,0.401,0.0196868067055632
"MBTD1",5.45592319448489e-07,-0.314955500254907,0.477,0.277,0.0199692244841341
"COL5A2",5.64077670866875e-07,-1.29476172039954,0.089,0.178,0.0206458068313985
"MAVS",5.75604972119924e-07,-0.260628726404742,0.342,0.193,0.0210677175845613
"BHLHE40",5.77226065718829e-07,-0.841783359802098,0.069,0.158,0.0211270512313749
"POT1",5.83356141558501e-07,-0.276891350327489,0.451,0.255,0.0213514181371827
"LMF1",5.8374895187685e-07,-0.33911088935502,0.342,0.191,0.0213657953876446
"MFAP5",6.22215550481054e-07,-1.00530573682809,0.026,0.106,0.0227737113631571
"PPARG",6.23594718737406e-07,-1.53238474462081,0.276,0.337,0.0228241903005078
"TRNT1",6.24312706324267e-07,-0.276032856914484,0.239,0.126,0.0228504693641745
"AC011246.1",6.33422479824369e-07,-1.56187283654001,0.049,0.135,0.0231838961840517
"HBB",6.43957584361553e-07,-0.275918851032811,0.207,0.108,0.0235694915452172
"TNPO3",6.50125073289952e-07,-0.372050306788001,0.422,0.242,0.0237952278074855
"GCFC2",6.63973956424558e-07,-0.272946596413834,0.388,0.224,0.0243021107790953
"SLC44A2",6.67045884405381e-07,-0.286847659513608,0.21,0.108,0.0244145464151214
"STARD13-AS",6.72520850433224e-07,-0.311020328416849,0.448,0.262,0.0246149356467064
"EGLN1",6.80674722558465e-07,-0.396127704560239,0.56,0.323,0.0249133755203624
"SLC43A3",6.85700735182192e-07,-0.255924630821198,0.161,0.077,0.0250973326084034
"ABLIM3",6.88626181277294e-07,-2.10912370299307,0.408,0.42,0.0252044068609302
"STIM2",7.05590467765709e-07,-1.02433647633038,0.187,0.266,0.0258253167106927
"AGO4",7.25821148336049e-07,-0.27714566857884,0.437,0.256,0.0265657798502477
"ENY2",7.30503780011693e-07,-0.253083268357142,0.399,0.229,0.026737168852208
"MYOF",7.35818300845977e-07,-0.303649040438581,0.443,0.254,0.0269316856292636
"PRPF4B",7.38462660604685e-07,-0.30483555033594,0.71,0.424,0.0270284718407921
"VEGFC",7.39065786604412e-07,-1.29536915348864,0.037,0.12,0.0270505468555081
"CD63",7.43361881276374e-07,-1.3744367465186,0.563,0.503,0.0272077882165966
"STAM2",7.48849061242928e-07,-0.342582756477018,0.359,0.203,0.0274086244905524
"SPAAR",7.56430146923822e-07,-0.655174300561763,0.023,0.101,0.0276860998075588
"CFAP161",8.12810819238965e-07,-0.848615839269634,0.037,0.12,0.0297496887949653
"AGAP1",8.15035176744627e-07,-1.07684664905167,0.655,0.551,0.0298311025040301
"CHD8",8.23164459111625e-07,-0.392117641258209,0.42,0.24,0.0301286423679446
"BTF3L4",8.24046141608777e-07,-0.278389621109731,0.279,0.153,0.0301609128290228
"DDX50",8.36377546039454e-07,-0.351848919910601,0.379,0.216,0.03061225456259
"GPRIN3",8.58133949631713e-07,-0.604713393441883,0.408,0.235,0.0314085606904703
"KRAS",8.6252506169828e-07,-0.371407042919466,0.302,0.168,0.0315692797832187
"GOLPH3",8.72331537275471e-07,-0.420028910648262,0.618,0.359,0.0319282065958195
"KRT10",9.05600566913678e-07,-0.256212277178557,0.218,0.115,0.0331458863496075
"RPL41",9.12092160071448e-07,-1.10177080776236,0.741,0.605,0.0333834851507751
"AOAH",9.12732431993023e-07,-1.25494131706884,0.023,0.101,0.0334069197433766
"ACVR2A",9.20077703736186e-07,-0.37429218082026,0.44,0.255,0.0336757640344482
"FGD5",9.68289397832814e-07,-0.761339657292872,0.043,0.126,0.0354403602500788
"SIRT1",9.71217959507241e-07,-0.275282201007009,0.267,0.146,0.0355475485359245
"CREM",9.81886066225045e-07,-0.430020524384852,0.534,0.314,0.0359380119099029
"VPS36",9.86297327420376e-07,-0.408189076123577,0.483,0.275,0.0360994684809132
"PIGN",9.91415377782913e-07,-0.311730086486988,0.471,0.273,0.0362867942422324
"AGTPBP1",9.98795130040025e-07,-0.356909453895816,0.638,0.361,0.036556900554595
"APLP2",1.00346971386704e-06,-0.365647556813729,0.557,0.326,0.0367279949972476
"PARK7",1.00367584610915e-06,-0.365388834884,0.348,0.198,0.0367355396434409
"CTNND1",1.0175566034017e-06,-0.332952076954552,0.73,0.442,0.0372435892411056
"RAB3GAP2",1.01777588760709e-06,-0.402572854568783,0.606,0.357,0.037251615262307
"HCLS1",1.01873504740846e-06,-0.679718763374059,0.032,0.111,0.037286721470197
"GAK",1.02539732932393e-06,-0.364754364694493,0.328,0.182,0.0375305676505851
"TULP4",1.04209138003273e-06,-0.4226573728136,0.42,0.241,0.0381415866005779
"KPNA5",1.09001397368813e-06,-0.370931834034821,0.365,0.208,0.0398956014509592
"WWC3",1.09049059009025e-06,-0.377399207510627,0.443,0.257,0.0399130460878931
"SEC63",1.09245499271128e-06,-0.421125850940588,0.552,0.327,0.0399849451882257
"MRTFB",1.13912625158779e-06,-0.311277727345452,0.624,0.354,0.0416931599343645
"TMEM50B",1.19066095343677e-06,-0.315521029349417,0.374,0.215,0.0435793815567393
"NFKBIA",1.19229482420569e-06,-1.24466538467866,0.273,0.326,0.0436391828607525
"KIAA0040",1.23898411304761e-06,-0.496672386084613,0.026,0.103,0.0453480575216555
"NDEL1",1.25949180805428e-06,-0.435063378492592,0.468,0.27,0.0460986596665949
"SS18",1.31096761920562e-06,-0.423144197331421,0.555,0.322,0.047982725830545
"BTBD10",1.34563338442152e-06,-0.424500537831447,0.422,0.244,0.0492515275032119
"COL4A2",1.34589725862613e-06,-0.280295471093291,0.764,0.553,0.049261185562975
"GSTK1",1.35866133139722e-06,-0.2641831917739,0.391,0.225,0.0497283633904696
"LY6E",1.36695634956587e-06,-0.681109999603097,0.037,0.117,0.0500319693504604
"LRP1",1.39037617287096e-06,-0.986257664168921,0.178,0.257,0.0508891583032502
"AAGAB",1.4045656038832e-06,-0.256180694221558,0.253,0.138,0.0514085056677291
"SAR1A",1.41564684618366e-06,-0.377600927282464,0.33,0.186,0.0518140902171681
"ZNF26",1.43531375754355e-06,-0.295459140105765,0.25,0.134,0.0525339188398513
"AC092839.1",1.4462966463087e-06,-0.431664478747058,0.333,0.187,0.0529359035515446
"IL13RA1",1.45906922206572e-06,-0.634352609689994,0.052,0.134,0.0534033925968276
"XYLT1",1.47739831169772e-06,-0.711838939619868,0.034,0.114,0.0540742556064483
"MYL6",1.49513335447019e-06,-0.510228857334125,0.761,0.45,0.0547233759069633
"RTN4",1.50017339496152e-06,-1.16557901067457,0.428,0.433,0.0549078464289865
"CHD6",1.51473436869226e-06,-0.276150068894803,0.71,0.411,0.0554407926285055
"NPEPPS",1.54912050134169e-06,-0.254348710117323,0.641,0.387,0.0566993594696074
"PPM1G",1.60249728941266e-06,-0.291223288224605,0.253,0.138,0.0586530032897927
"XKR6",1.6525383023071e-06,-0.429254790253008,0.443,0.258,0.0604845544027421
"MAN1A1",1.65494553567904e-06,-1.73229672096441,0.328,0.361,0.0605726615513886
"CTDSPL2",1.6610230623836e-06,-0.28473139890569,0.489,0.288,0.0607951051063022
"CYTOR",1.70327778194353e-06,-0.565181024312013,0.362,0.206,0.0623416700969151
"SGK1",1.71954952112158e-06,-1.21093909747879,0.101,0.186,0.0629372320225711
"RALGAPB",1.75769124509775e-06,-0.448559284304849,0.532,0.31,0.0643332572618228
"NUCKS1",1.75783388159603e-06,-0.296170600679117,0.678,0.405,0.0643384779002962
"ATXN10",1.75971926397755e-06,-0.255394164852255,0.675,0.411,0.0644074847808422
"HPCAL1",1.78922960561591e-06,-1.01050575054512,0.124,0.212,0.0654875927951478
"TRIR",1.79020130843929e-06,-0.44201544839783,0.325,0.18,0.0655231580901866
"PIP5K1C",1.82535277388656e-06,-0.449508261190468,0.287,0.157,0.066809736877022
"PLEKHH2",1.85581479776012e-06,-0.720670629989331,0.026,0.101,0.0679246774128182
"FOXO1",1.90641449963628e-06,-1.33224371732639,0.489,0.459,0.0697766771011875
"EEF2K",1.93111327764167e-06,-0.515110922874939,0.092,0.18,0.0706806770749628
"PDE4B",1.94624280199795e-06,-1.26885599594727,0.207,0.281,0.0712344327959269
"RPS11",1.96678180183001e-06,-1.22131816747299,0.509,0.473,0.0719861807287801
"ZBTB1",1.96944713405284e-06,-0.369187742624718,0.534,0.31,0.0720837345534678
"AP2B1",1.9830287126558e-06,-0.399698790994993,0.635,0.37,0.072580833911915
"SULF1",1.98873180863786e-06,-0.837085294936645,0.026,0.101,0.0727895729279542
"CDV3",2.00556275017936e-06,-0.299018353624556,0.299,0.168,0.0734056022193148
"TBRG1",2.03070094544764e-06,-0.456533267803557,0.428,0.243,0.0743256853043289
"IL17RA",2.04029532445663e-06,-0.583645257991105,0.06,0.145,0.0746768491704372
"HIBADH",2.05269454745313e-06,-0.326300915284536,0.483,0.281,0.0751306731313321
"RRAS",2.05306909940334e-06,-0.341040688459188,0.213,0.112,0.0751443821072615
"PARP11",2.05950252569383e-06,-0.254692585362232,0.282,0.159,0.0753798519429199
"TNFSF10",2.06236350144234e-06,-0.655962853938511,0.032,0.108,0.0754845665162909
"RNF130",2.1312707377531e-06,-1.20274756268757,0.353,0.381,0.0780066402725011
"EXOC6",2.13250091416942e-06,-0.384011041623596,0.552,0.325,0.078051665959515
"LINC00963",2.1748513997404e-06,-0.276302444308657,0.195,0.101,0.0796017360818984
"GLCE",2.17554372868751e-06,-0.633039038457174,0.08,0.165,0.0796270760136917
"NOD1",2.1831293829291e-06,-0.89026791152326,0.175,0.255,0.0799047185445881
"SRSF2",2.18536449797305e-06,-0.304343880533502,0.701,0.414,0.0799865259903115
"MICU1",2.21919217736007e-06,-0.347261647782688,0.592,0.346,0.0812246528835558
"SP3",2.2312708729649e-06,-0.374213625265341,0.612,0.363,0.0816667452213884
"TTF1",2.23692382342451e-06,-0.259374764593958,0.241,0.133,0.0818736488611606
"SNX27",2.25644927438989e-06,-0.323926646934793,0.31,0.176,0.0825882998919443
"SLC9A3R2",2.27735584026039e-06,-1.01709256241395,0.06,0.141,0.0833535011093704
"TBK1",2.27790791125043e-06,-0.405015988450158,0.382,0.221,0.0833737074596771
"PTTG1IP",2.33111527738426e-06,-0.335170758318489,0.445,0.262,0.0853211502675412
"UBE2J1",2.33775807421908e-06,-0.301471523146259,0.287,0.161,0.0855642832744925
"YTHDC1",2.37246576997837e-06,-0.32207574550902,0.647,0.384,0.0868346196469783
"RNASET2",2.48422204638284e-06,-0.43588140808529,0.04,0.119,0.0909250111196585
"TPCN1",2.54381508208672e-06,-0.296911151419553,0.526,0.3,0.0931061758194559
"WTAP",2.56936352008005e-06,-0.45293655574088,0.595,0.351,0.0940412741984499
"EXOC1",2.57768157801187e-06,-0.453007684604859,0.454,0.261,0.0943457234368123
"FBLN5",2.58232750305938e-06,-0.704144212490772,0.034,0.111,0.0945157689394762
"PRPF18",2.63858040210012e-06,-0.328101737024455,0.29,0.163,0.0965746812972665
"SPG11",2.6581396336669e-06,-0.390349040616781,0.618,0.358,0.0972905687318422
"IFT88",2.69403000425983e-06,-0.328676477711973,0.322,0.186,0.0986041921859142
"SHE",2.72401220512757e-06,-0.682867558463987,0.029,0.103,0.0997015707198743
"RNF152",2.76597913748455e-06,-1.2337191742236,0.089,0.173,0.101237602411072
"DNAJC3",2.76690123167198e-06,-0.385804993213431,0.557,0.33,0.101271351980426
"SPTBN1",2.77590644097424e-06,-0.978556239115821,0.859,0.707,0.101600951646098
"BICRAL",2.83092977841421e-06,-0.360780249543366,0.534,0.313,0.103614860819739
"IRF2",2.94065888693767e-06,-0.331043307056844,0.454,0.267,0.107631055920806
"DPT",2.94182771403246e-06,-0.775453456960328,0.034,0.11,0.107673836161302
"SERPINE2",3.04981427222753e-06,-1.08715596045964,0.04,0.117,0.1116262521778
"EIF3B",3.08990049466273e-06,-0.294523231897341,0.27,0.151,0.113093448005151
"PDSS2",3.10791164168868e-06,-0.383914495805319,0.557,0.325,0.113752673997447
"PUM3",3.23154469157848e-06,-0.417654309556269,0.468,0.273,0.118277767256464
"COPE",3.27469593721624e-06,-0.330021871597939,0.259,0.143,0.119857145998052
"INTS4",3.29393273348285e-06,-0.256671313511033,0.267,0.15,0.120561231978206
"RBMS1",3.29714704217087e-06,-0.699555115974856,0.822,0.685,0.120678878890496
"ABHD3",3.29994321156593e-06,-0.295205070136067,0.279,0.159,0.120781221486525
"LINC01578",3.32345257968025e-06,-0.323035425924976,0.695,0.403,0.121641687868877
"NOL10",3.40048862118182e-06,-0.413814067866643,0.457,0.265,0.124461284023876
"ZFP36",3.42237785306814e-06,-1.19027839380606,0.198,0.265,0.125262451800147
"PDCD6IP",3.44336163519143e-06,-0.350277287381115,0.664,0.4,0.126030479209641
"TM9SF3",3.45402548302474e-06,-0.333248250070626,0.661,0.397,0.126420786704188
"SLC35A3",3.45915256367098e-06,-0.336554389335819,0.333,0.19,0.126608442982921
"TTC19",3.46551215649123e-06,-0.423023048986019,0.578,0.341,0.126841210439735
"TMPO",3.52120435172921e-06,-0.722534853070456,0.083,0.165,0.128879600477641
"FTL",3.5309156474671e-06,-1.56570674287161,0.5,0.462,0.129235043612943
"NDFIP1",3.61870060934719e-06,-0.310353071508446,0.658,0.39,0.132448061002717
"LNX1",3.66477157687409e-06,-1.19338742879634,0.052,0.13,0.134134304485168
"ZNF609",3.71675882697357e-06,-0.331448657813989,0.667,0.405,0.136037089826059
"GALK2",3.71842655859957e-06,-0.347104371062778,0.422,0.251,0.136098130471303
"BGN",3.76317055650711e-06,-0.742406223108003,0.043,0.12,0.137735805538717
"COX5B",3.77252809925243e-06,-0.318586410055233,0.626,0.363,0.138078300960738
"H3F3A",3.80321627169419e-06,-1.23754795971511,0.506,0.462,0.139201518760279
"PTGES3",3.91599985133071e-06,-0.471820383542071,0.552,0.322,0.143329510558555
"PRORP",3.93956439929099e-06,-0.301699301657646,0.319,0.186,0.14419199657845
"ALDH1A2",3.95716317866566e-06,-0.29313245441134,0.207,0.112,0.144836129502342
"IMMP2L",3.96668025786006e-06,-0.984366998933656,0.727,0.61,0.145184464117936
"TTC28",4.00298360414654e-06,-0.850567091773095,0.73,0.612,0.146513202895368
"NRP2",4.14323045424813e-06,-0.843746352446085,0.04,0.115,0.151646377855936
"LYN",4.15463975411296e-06,-0.951548119250575,0.06,0.139,0.152063969640288
"ZFAS1",4.21384271313808e-06,-0.331557756127329,0.293,0.165,0.154230857143567
"PHPT1",4.24406728430235e-06,-0.31784229298994,0.316,0.182,0.15533710667275
"RUFY2",4.28812324962512e-06,-0.366668685838623,0.382,0.221,0.156949599059529
"ZNF131",4.3105336277177e-06,-0.402963542746509,0.523,0.312,0.157769841308095
"EPHA4",4.35267427748589e-06,-0.388605031374024,0.29,0.171,0.159312231230261
"EPB41L4A",4.35415205158332e-06,-1.64206336323213,0.445,0.431,0.159366319240001
"CCDC66",4.36139167592623e-06,-0.298108288653927,0.457,0.27,0.159631296730576
"KLHL2",4.49505960626673e-06,-0.783427252283384,0.086,0.167,0.164523676648969
"APAF1",4.5571400433562e-06,-0.411011107030139,0.029,0.101,0.16679588272688
"TBC1D5",4.67282605603298e-06,-0.743636958232467,0.782,0.62,0.171030106476863
"TAF11",4.77101977407016e-06,-0.288769731529394,0.273,0.154,0.174624094750742
"ETS1",4.79522159446237e-06,-1.41069840424823,0.21,0.275,0.175509905578917
"VAMP2",4.87239684949514e-06,-0.358380600896681,0.353,0.205,0.178334597088372
"HNRNPK",4.89286839006275e-06,-0.423223644066377,0.563,0.329,0.179083875944687
"FBLN2",5.02823602213901e-06,-0.769431222948382,0.037,0.111,0.18403846664631
"ITPR1",5.05025043425742e-06,-0.459831012629166,0.546,0.325,0.184844216144256
"POGZ",5.16498844152493e-06,-0.299991642211057,0.678,0.415,0.189043741948254
"CGGBP1",5.21765508383323e-06,-0.447319481208014,0.54,0.319,0.19097139372338
"CYB5R4",5.29754525963141e-06,-0.521823503403918,0.075,0.156,0.193895454047769
"MT-ND2",5.30109505700584e-06,-0.996518558245202,0.736,0.616,0.194025380181471
"GULP1",5.32413225791972e-06,-0.692565930105127,0.034,0.107,0.19486856477212
"LINC02147",5.44228218570659e-06,-1.38692551389633,0.213,0.282,0.199192970279047
"CENPP",5.45817590010669e-06,-0.505799166391639,0.362,0.21,0.199774696119805
"CDH5",5.60582440725213e-06,-0.973973834112881,0.063,0.141,0.205178779129835
"RBM47",5.88217526667222e-06,-1.5843185956882,0.04,0.114,0.21529349693547
"PNRC1",5.93614323413198e-06,-0.416317639622729,0.624,0.372,0.217268778512465
"PRELP",6.08775250261494e-06,-1.10361300819237,0.052,0.128,0.22281782934821
"NABP1",6.11679550617412e-06,-0.774782802312948,0.043,0.117,0.223880832321479
"ZBTB7A",6.21599433829227e-06,-0.466510345386731,0.351,0.201,0.227511608775836
"DECR1",6.21636948695902e-06,-0.257260534345003,0.612,0.353,0.227525339592187
"SLC25A24",6.22222204930028e-06,-0.330702518738581,0.414,0.242,0.227739549226439
"SEC22B",6.27048627669099e-06,-0.320555002454838,0.299,0.17,0.229506068213167
"TUG1",6.2749336817658e-06,-0.484020343335461,0.549,0.318,0.22966884768631
"FGD4",6.44036567162023e-06,-1.22132384111,0.606,0.51,0.235723823946972
