"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PRSS23",5.99979353723383e-39,0.423219359122094,0.318,0.146,1.75409963854568e-34
"TMSB4X",6.82565625369247e-39,0.460345161072425,0.767,0.544,1.99554886232953e-34
"BBS9",7.90574002458778e-39,0.523059824541805,0.511,0.31,2.31132215358848e-34
"RDX",8.4638590732061e-39,0.391351149149502,0.542,0.32,2.47449383864254e-34
"ZNF438",1.00221595540287e-38,0.354230892788457,0.291,0.123,2.93007856721582e-34
"CTSL",1.1748847990801e-38,0.267684603096797,0.243,0.091,3.43489319859059e-34
"RPL23A",1.26421924526504e-38,0.358569976251219,0.513,0.293,3.69607138545686e-34
"CXCL2",1.27878765661649e-38,-0.535243307263404,0.049,0.219,3.73866359288396e-34
"SPARC",1.73338502849832e-38,0.375616357898425,0.459,0.252,5.0677244693177e-34
"SLC14A1",2.20156895556771e-38,0.329231475039607,0.367,0.18,6.43650699849775e-34
"PDE10A",2.54526316263054e-38,-0.805005753016805,0.369,0.531,7.44133138226665e-34
"RPS25",2.97007889273616e-38,0.394836816986943,0.542,0.323,8.68332265080342e-34
"ANKUB1",3.31879222045021e-38,0.294304770314277,0.221,0.078,9.70282093570823e-34
"CNTNAP3B",4.80047768729019e-38,0.326123991220234,0.316,0.144,1.40346765665616e-33
"JUNB",5.29863385229321e-38,-0.54107582470776,0.084,0.262,1.54910859305644e-33
"LNX1-AS1",6.39600839821982e-38,0.309708225603259,0.21,0.073,1.86993701530355e-33
"BCL2L1",1.15470393253822e-37,0.366137536743775,0.433,0.236,3.37589241716873e-33
"AUH",1.66741427893758e-37,0.340119758064463,0.277,0.116,4.8748523859019e-33
"MYH9",2.29297350171306e-37,-0.628248166975994,0.436,0.572,6.70373732960829e-33
"PDGFD",2.70188634842124e-37,0.477367821105636,0.166,0.048,7.89923492824433e-33
"SYPL1",2.91430101001541e-37,0.257580277739845,0.296,0.127,8.52025043288105e-33
"MT-ND5",2.95446002308216e-37,0.35818612367487,0.46,0.25,8.63765932348301e-33
"LINC02208",2.97336288595332e-37,0.398537917915492,0.251,0.098,8.69292373337313e-33
"RPS23",3.91523220700122e-37,0.441429935855888,0.576,0.367,1.14465728803888e-32
"CREB3L1",5.60152275410384e-37,0.254820477140654,0.223,0.082,1.6376611923898e-32
"ADARB1",5.80554565398513e-37,0.388712318717387,0.461,0.263,1.69730932739909e-32
"RPS26",6.41868522935847e-37,0.342725686055952,0.392,0.205,1.87656681365524e-32
"GAS6",1.62734891170841e-36,0.279149926618571,0.312,0.139,4.7577172782707e-32
"ENTPD1-AS1",1.84657532476398e-36,0.422096716783321,0.333,0.161,5.39864761947997e-32
"GNAQ",6.66627388012694e-36,0.47103927232671,0.786,0.611,1.94895183159391e-31
"RPL27A",7.23105896843051e-36,0.3687477776737,0.566,0.343,2.11407240001034e-31
"SLC1A1",7.39956195741901e-36,0.315018766995059,0.264,0.11,2.16333593387102e-31
"ITGA9-AS1",1.08954307462693e-35,0.266432452715512,0.222,0.083,3.1853881329793e-31
"SASH1",1.19504333286875e-35,-0.573100771529672,0.657,0.722,3.49382868797509e-31
"HIP1",1.33044326156027e-35,0.314950801910745,0.398,0.205,3.8896839194976e-31
"SRGAP2",1.5327454624899e-35,0.348057577489103,0.504,0.295,4.48113463413549e-31
"CDK17",2.4314144383245e-35,-0.56243186296566,0.521,0.653,7.1084832518855e-31
"ZC3H6",2.64228131513248e-35,0.269462187727089,0.218,0.08,7.7249736529213e-31
"MT-ATP6",3.73315022698048e-35,0.423516857846705,0.942,0.842,1.09142380036001e-30
"PPFIBP1",5.24397076682141e-35,0.528397353486644,0.689,0.5,1.53312729338791e-30
"CDH13",1.11042219373865e-34,0.628805317057936,0.699,0.545,3.24643032561431e-30
"THSD4",1.52437452010012e-34,0.421698808845386,0.204,0.074,4.45666134696472e-30
"LINC01695",2.18689268079819e-34,-0.326377006744,0.011,0.147,6.39359944158159e-30
"RPS20",2.95890177417877e-34,0.353045125653512,0.532,0.321,8.65064522698905e-30
"RAPGEF2",3.21496303767487e-34,0.471712681938989,0.798,0.635,9.39926593694624e-30
"ZFHX3",3.60746634297717e-34,0.3568901996914,0.407,0.215,1.0546788600328e-29
"DNM3",4.24726430636392e-34,0.502634459595324,0.512,0.321,1.24173019260856e-29
"FOXO3",6.36721495971343e-34,0.520739917562637,0.568,0.374,1.86151896562182e-29
"BICRAL",8.70961041894091e-34,0.295130883328928,0.301,0.14,2.54634170208157e-29
"FGFR1",9.96436583283415e-34,-0.465999659027935,0.148,0.324,2.91318199488739e-29
"MYL12A",1.08931735622077e-33,0.328110003016676,0.543,0.321,3.18472822264704e-29
"AKAP12",1.30912824218926e-33,-0.527365925142181,0.052,0.209,3.82736732886452e-29
"CRIP2",2.03067663160383e-33,0.297851861213741,0.383,0.202,5.93688620015695e-29
